Date,Location,Blood Type,Donations,Usage,Population,Event,Temperature,Supply,Donate,Use,Supplied
27/05/2024,Mombasa,A-,4,3,316582,Disaster,32.9,-1,40000,30000,10000
27/05/2024,Mombasa,B+,8,2,296903,Disaster,21.9,7,80000,20000,70000
27/05/2024,Mombasa,B-,4,2,183152,,25.3,0,40000,20000,0
27/05/2024,Mombasa,AB+,7,2,381227,Holiday,32.7,7,70000,20000,70000
27/05/2024,Mombasa,AB-,6,3,243346,Holiday,33,4,60000,30000,40000
27/05/2024,Mombasa,O+,6,4,314213,Campaign,19.7,1,60000,40000,10000
27/05/2024,Mombasa,O-,2,2,204642,Campaign,23.5,-2,20000,20000,20000
27/05/2024,Kisumu,A+,3,5,185991,Holiday,22,-3,30000,50000,30000
27/05/2024,Kisumu,A-,8,3,317893,,23.7,6,80000,30000,60000
27/05/2024,Kisumu,B+,6,3,204012,Holiday,23.2,0,60000,30000,0
27/05/2024,Kisumu,B-,7,6,313614,Holiday,32,-1,70000,60000,10000
27/05/2024,Kisumu,AB+,6,2,101044,,24.7,6,60000,20000,60000
27/05/2024,Kisumu,AB-,1,4,132497,Disaster,23.5,-4,10000,40000,40000
27/05/2024,Kisumu,O+,3,4,159414,Campaign,22.5,-3,30000,40000,30000
27/05/2024,Kisumu,O-,8,6,246738,Holiday,17.6,2,80000,60000,20000
27/05/2024,Nakuru,A+,3,3,201066,,28.8,-2,30000,30000,20000
27/05/2024,Nakuru,A-,5,2,121531,Disaster,30.6,5,50000,20000,50000
27/05/2024,Nakuru,B+,4,1,186978,Campaign,24.2,0,40000,10000,0
27/05/2024,Nakuru,B-,7,2,416926,,19.7,6,70000,20000,60000
27/05/2024,Nakuru,AB+,2,5,143435,Campaign,26.1,-5,20000,50000,50000
27/05/2024,Nakuru,AB-,9,3,166365,,29.6,3,90000,30000,30000
27/05/2024,Nakuru,O+,3,1,377451,Holiday,34,2,30000,10000,20000
27/05/2024,Nakuru,O-,7,6,190974,Campaign,16.1,0,70000,60000,0
27/05/2024,Eldoret,A+,5,3,264916,Disaster,29.7,2,50000,30000,20000
27/05/2024,Eldoret,A-,5,3,196471,Campaign,30.9,1,50000,30000,10000
27/05/2024,Eldoret,B+,3,1,140488,Campaign,25.3,3,30000,10000,30000
27/05/2024,Eldoret,B-,4,2,125725,Campaign,22.6,0,40000,20000,0
27/05/2024,Eldoret,AB+,11,3,341159,Disaster,34.2,10,110000,30000,100000
27/05/2024,Eldoret,AB-,5,2,194779,Disaster,15.2,3,50000,20000,30000
27/05/2024,Eldoret,O+,6,5,447423,Disaster,22.2,3,60000,50000,30000
27/05/2024,Eldoret,O-,6,3,431007,Campaign,32.9,2,60000,30000,20000
28/05/2024,Nairobi,A+,1,3,451137,Campaign,16.6,-5,10000,30000,50000
28/05/2024,Nairobi,A-,6,1,210773,Holiday,21.5,2,60000,10000,20000
28/05/2024,Nairobi,B+,3,4,315928,,33.3,-1,30000,40000,10000
28/05/2024,Nairobi,B-,5,3,456697,Campaign,29.8,0,50000,30000,0
28/05/2024,Nairobi,AB+,5,1,353611,Disaster,15.3,5,50000,10000,50000
28/05/2024,Nairobi,AB-,5,2,406362,,20.1,0,50000,20000,0
28/05/2024,Nairobi,O+,4,3,315528,Campaign,15.8,2,40000,30000,20000
28/05/2024,Nairobi,O-,13,3,466918,Holiday,29,11,130000,30000,110000
28/05/2024,Mombasa,A+,6,1,436848,,31.7,2,60000,10000,20000
28/05/2024,Mombasa,A-,4,3,145990,Campaign,19.3,-1,40000,30000,10000
28/05/2024,Mombasa,B+,6,2,196589,,28.5,5,60000,20000,50000
28/05/2024,Mombasa,B-,4,2,324898,Disaster,15.4,1,40000,20000,10000
28/05/2024,Mombasa,AB+,4,6,472315,Holiday,23.2,-4,40000,60000,40000
28/05/2024,Mombasa,AB-,3,2,122281,Disaster,16.8,-2,30000,20000,20000
28/05/2024,Mombasa,O+,4,2,274979,Disaster,29.4,2,40000,20000,20000
28/05/2024,Mombasa,O-,9,4,198063,Campaign,26.8,5,90000,40000,50000
28/05/2024,Kisumu,A+,6,4,230237,Campaign,24.4,3,60000,40000,30000
28/05/2024,Kisumu,A-,3,2,435204,Campaign,15.3,0,30000,20000,0
28/05/2024,Kisumu,B+,4,2,214090,,22.7,0,40000,20000,0
28/05/2024,Kisumu,B-,6,3,374132,Holiday,30.2,4,60000,30000,40000
28/05/2024,Kisumu,AB+,9,2,203008,,29.8,7,90000,20000,70000
28/05/2024,Kisumu,AB-,5,2,273192,Holiday,22.5,4,50000,20000,40000
28/05/2024,Kisumu,O+,4,0,426267,,28.4,3,40000,0,30000
28/05/2024,Kisumu,O-,7,1,236050,Disaster,24,7,70000,10000,70000
28/05/2024,Nakuru,A+,2,2,279545,Campaign,21.3,0,20000,20000,0
28/05/2024,Nakuru,A-,5,6,222749,Campaign,20.4,-2,50000,60000,20000
28/05/2024,Nakuru,B+,7,4,128117,Disaster,31.7,5,70000,40000,50000
28/05/2024,Nakuru,B-,2,2,367689,Disaster,30.6,-1,20000,20000,10000
28/05/2024,Nakuru,AB+,6,2,413488,,30.3,3,60000,20000,30000
28/05/2024,Nakuru,AB-,4,2,352556,Holiday,18.3,4,40000,20000,40000
28/05/2024,Nakuru,O+,3,4,368312,Holiday,25.1,-4,30000,40000,40000
28/05/2024,Nakuru,O-,5,4,373091,Campaign,29.6,1,50000,40000,10000
28/05/2024,Eldoret,A+,3,1,346188,Holiday,25.9,4,30000,10000,40000
28/05/2024,Eldoret,A-,9,3,272647,,31.9,7,90000,30000,70000
28/05/2024,Eldoret,B+,10,5,272010,Campaign,16.5,5,100000,50000,50000
28/05/2024,Eldoret,B-,4,1,448250,Disaster,28.7,3,40000,10000,30000
28/05/2024,Eldoret,AB+,7,2,340119,,25.8,6,70000,20000,60000
28/05/2024,Eldoret,AB-,5,6,218683,Campaign,17.6,0,50000,60000,0
28/05/2024,Eldoret,O+,11,3,228967,Disaster,24.8,5,110000,30000,50000
28/05/2024,Eldoret,O-,5,2,369884,Disaster,33.4,3,50000,20000,30000
29/05/2024,Nairobi,A+,5,5,319963,,20.9,0,50000,50000,0
29/05/2024,Nairobi,A-,2,4,499302,,32,-5,20000,40000,50000
29/05/2024,Nairobi,B+,5,2,485351,Disaster,16.8,3,50000,20000,30000
29/05/2024,Nairobi,B-,5,2,497499,Campaign,25.9,0,50000,20000,0
29/05/2024,Nairobi,AB+,3,4,309814,Disaster,27.2,0,30000,40000,0
29/05/2024,Nairobi,AB-,8,1,285867,Disaster,25.2,6,80000,10000,60000
29/05/2024,Nairobi,O+,4,2,355163,,25,2,40000,20000,20000
29/05/2024,Nairobi,O-,5,4,285708,Disaster,31.4,3,50000,40000,30000
29/05/2024,Mombasa,A+,2,3,332547,Disaster,17.6,-1,20000,30000,10000
29/05/2024,Mombasa,A-,2,2,132405,Disaster,18.9,-1,20000,20000,10000
29/05/2024,Mombasa,B+,3,1,222376,Disaster,34.2,3,30000,10000,30000
29/05/2024,Mombasa,B-,8,7,391944,,28.6,3,80000,70000,30000
29/05/2024,Mombasa,AB+,8,3,207329,Campaign,26.1,2,80000,30000,20000
29/05/2024,Mombasa,AB-,3,3,203319,,33.2,-1,30000,30000,10000
29/05/2024,Mombasa,O+,1,2,205163,Campaign,18.3,-3,10000,20000,30000
29/05/2024,Mombasa,O-,5,1,271865,Holiday,15.9,3,50000,10000,30000
29/05/2024,Kisumu,A+,10,2,426657,,32.6,6,100000,20000,60000
29/05/2024,Kisumu,A-,4,6,180911,Disaster,15.8,-1,40000,60000,10000
29/05/2024,Kisumu,B+,8,5,251758,Disaster,35,2,80000,50000,20000
29/05/2024,Kisumu,B-,5,2,334436,Campaign,33,4,50000,20000,40000
29/05/2024,Kisumu,AB+,4,2,362837,Disaster,23.7,2,40000,20000,20000
29/05/2024,Kisumu,AB-,5,1,344800,Holiday,23.2,4,50000,10000,40000
29/05/2024,Kisumu,O+,8,2,113698,,28.2,8,80000,20000,80000
29/05/2024,Kisumu,O-,5,2,314754,,20.7,1,50000,20000,10000
29/05/2024,Nakuru,A+,2,2,438742,,33.5,-3,20000,20000,30000
29/05/2024,Nakuru,A-,4,2,311316,Holiday,28.3,2,40000,20000,20000
29/05/2024,Nakuru,B+,9,1,455983,Holiday,34.5,10,90000,10000,100000
29/05/2024,Nakuru,B-,7,1,459790,Disaster,15.2,4,70000,10000,40000
29/05/2024,Nakuru,AB+,8,3,438789,Disaster,33.8,3,80000,30000,30000
29/05/2024,Nakuru,AB-,2,0,136578,Holiday,31.8,3,20000,0,30000
29/05/2024,Nakuru,O+,8,6,199653,Disaster,34.8,3,80000,60000,30000
29/05/2024,Nakuru,O-,4,5,426741,Holiday,23.2,0,40000,50000,0
29/05/2024,Eldoret,A+,7,2,259075,Campaign,24.2,5,70000,20000,50000
29/05/2024,Eldoret,A-,3,4,168273,Disaster,28.4,-4,30000,40000,40000
29/05/2024,Eldoret,B+,4,2,312726,Campaign,33.6,0,40000,20000,0
29/05/2024,Eldoret,B-,5,1,300785,Holiday,21.7,4,50000,10000,40000
29/05/2024,Eldoret,AB+,3,3,215596,Holiday,33.3,2,30000,30000,20000
29/05/2024,Eldoret,AB-,4,2,144259,Disaster,22.7,4,40000,20000,40000
29/05/2024,Eldoret,O+,8,1,172238,Campaign,23.2,4,80000,10000,40000
29/05/2024,Eldoret,O-,4,2,201758,Campaign,21.2,1,40000,20000,10000
30/05/2024,Nairobi,A+,5,3,145729,,33.1,2,50000,30000,20000
30/05/2024,Nairobi,A-,6,2,363579,Disaster,22.7,3,60000,20000,30000
30/05/2024,Nairobi,B+,2,4,147930,Disaster,27,-2,20000,40000,20000
30/05/2024,Nairobi,B-,6,7,222447,Holiday,21.9,0,60000,70000,0
30/05/2024,Nairobi,AB+,7,5,496865,,18.9,4,70000,50000,40000
30/05/2024,Nairobi,AB-,5,1,473429,,30.1,4,50000,10000,40000
30/05/2024,Nairobi,O+,9,2,355298,Disaster,31.5,8,90000,20000,80000
30/05/2024,Nairobi,O-,8,3,456021,,20.5,6,80000,30000,60000
30/05/2024,Mombasa,A+,4,5,366246,,15.3,-2,40000,50000,20000
30/05/2024,Mombasa,A-,6,6,467225,Disaster,32,-2,60000,60000,20000
30/05/2024,Mombasa,B+,5,7,493146,Holiday,34.7,-1,50000,70000,10000
30/05/2024,Mombasa,B-,7,3,494640,Disaster,33.5,5,70000,30000,50000
30/05/2024,Mombasa,AB+,2,0,354523,Campaign,22.2,-1,20000,0,10000
30/05/2024,Mombasa,AB-,3,2,372287,Holiday,33.3,1,30000,20000,10000
30/05/2024,Mombasa,O+,6,3,313053,Holiday,24.8,5,60000,30000,50000
30/05/2024,Mombasa,O-,5,5,381308,Disaster,18.6,2,50000,50000,20000
30/05/2024,Kisumu,A+,5,3,201700,,17.8,2,50000,30000,20000
30/05/2024,Kisumu,A-,5,4,127141,Campaign,15.1,3,50000,40000,30000
30/05/2024,Kisumu,B+,6,4,346608,,27.2,4,60000,40000,40000
30/05/2024,Kisumu,B-,6,2,375579,Holiday,28.2,3,60000,20000,30000
30/05/2024,Kisumu,AB+,5,3,344043,Holiday,33.6,2,50000,30000,20000
30/05/2024,Kisumu,AB-,3,3,377143,Campaign,18.8,2,30000,30000,20000
30/05/2024,Kisumu,O+,8,3,226808,Disaster,19,7,80000,30000,70000
30/05/2024,Kisumu,O-,4,2,118352,Campaign,20.3,-1,40000,20000,10000
30/05/2024,Nakuru,A+,2,1,416031,Disaster,33.6,-1,20000,10000,10000
30/05/2024,Nakuru,A-,2,2,481895,,22,2,20000,20000,20000
30/05/2024,Nakuru,B+,4,5,424655,,22.6,-2,40000,50000,20000
30/05/2024,Nakuru,B-,4,3,274317,,31.4,2,40000,30000,20000
30/05/2024,Nakuru,AB+,3,4,201772,Holiday,18.9,0,30000,40000,0
30/05/2024,Nakuru,AB-,8,4,370742,Holiday,25.8,2,80000,40000,20000
30/05/2024,Nakuru,O+,5,2,411547,Holiday,20.7,0,50000,20000,0
30/05/2024,Nakuru,O-,6,2,234445,,24.9,4,60000,20000,40000
30/05/2024,Eldoret,A+,5,2,409661,Holiday,18.4,5,50000,20000,50000
30/05/2024,Eldoret,A-,9,3,444653,Campaign,23.9,4,90000,30000,40000
30/05/2024,Eldoret,B+,9,4,354630,Holiday,22.1,4,90000,40000,40000
30/05/2024,Eldoret,B-,8,2,243023,Disaster,34.3,8,80000,20000,80000
30/05/2024,Eldoret,AB+,6,0,350007,Holiday,15.2,7,60000,0,70000
30/05/2024,Eldoret,AB-,2,5,256898,Holiday,26.2,-6,20000,50000,60000
30/05/2024,Eldoret,O+,5,2,143704,Holiday,29.2,4,50000,20000,40000
30/05/2024,Eldoret,O-,4,7,123629,Disaster,32.4,-6,40000,70000,60000
31/05/2024,Nairobi,A+,3,2,155425,,28.4,3,30000,20000,30000
31/05/2024,Nairobi,A-,5,4,265931,Disaster,25.5,3,50000,40000,30000
31/05/2024,Nairobi,B+,5,9,116227,,32.1,-2,50000,90000,20000
31/05/2024,Nairobi,B-,4,0,289246,,16.7,1,40000,0,10000
31/05/2024,Nairobi,AB+,2,3,306842,Holiday,33,-2,20000,30000,20000
31/05/2024,Nairobi,AB-,4,1,340808,Campaign,27.6,1,40000,10000,10000
31/05/2024,Nairobi,O+,3,1,373470,,23.8,1,30000,10000,10000
31/05/2024,Nairobi,O-,7,1,144435,Disaster,33.3,6,70000,10000,60000
31/05/2024,Mombasa,A+,4,8,126241,Disaster,33.5,-3,40000,80000,30000
31/05/2024,Mombasa,A-,4,2,112776,Disaster,22.2,1,40000,20000,10000
31/05/2024,Mombasa,B+,2,5,390262,Holiday,15.2,-4,20000,50000,40000
31/05/2024,Mombasa,B-,6,1,386219,Campaign,22.6,6,60000,10000,60000
31/05/2024,Mombasa,AB+,6,1,151730,,33,4,60000,10000,40000
31/05/2024,Mombasa,AB-,5,3,181363,Holiday,18.5,3,50000,30000,30000
31/05/2024,Mombasa,O+,4,4,316116,Holiday,22.3,0,40000,40000,0
31/05/2024,Mombasa,O-,1,4,394817,Disaster,26.1,-5,10000,40000,50000
31/05/2024,Kisumu,A+,2,3,439463,Holiday,34.7,1,20000,30000,10000
31/05/2024,Kisumu,A-,5,0,163160,,24.6,5,50000,0,50000
31/05/2024,Kisumu,B+,7,4,130029,,23.2,1,70000,40000,10000
31/05/2024,Kisumu,B-,8,6,418409,,33.9,3,80000,60000,30000
31/05/2024,Kisumu,AB+,3,5,123927,,25.7,0,30000,50000,0
31/05/2024,Kisumu,AB-,8,2,360882,Disaster,31.9,4,80000,20000,40000
31/05/2024,Kisumu,O+,10,2,336765,Disaster,18.2,9,100000,20000,90000
31/05/2024,Kisumu,O-,8,5,178807,Disaster,23.4,2,80000,50000,20000
31/05/2024,Nakuru,A+,9,6,159828,Campaign,27.8,5,90000,60000,50000
31/05/2024,Nakuru,A-,5,3,358937,Disaster,17.3,0,50000,30000,0
31/05/2024,Nakuru,B+,3,6,233018,,26.1,-6,30000,60000,60000
31/05/2024,Nakuru,B-,5,3,119575,Campaign,32.1,1,50000,30000,10000
31/05/2024,Nakuru,AB+,7,4,324899,Holiday,27.3,3,70000,40000,30000
31/05/2024,Nakuru,AB-,7,3,229232,,25.9,3,70000,30000,30000
31/05/2024,Nakuru,O+,1,4,173416,,18.2,-5,10000,40000,50000
31/05/2024,Nakuru,O-,9,3,402758,Disaster,25.3,4,90000,30000,40000
31/05/2024,Eldoret,A+,9,5,205631,Campaign,24,3,90000,50000,30000
31/05/2024,Eldoret,A-,4,4,201527,Campaign,16.7,-3,40000,40000,30000
31/05/2024,Eldoret,B+,4,4,149151,Disaster,16.6,2,40000,40000,20000
31/05/2024,Eldoret,B-,6,5,177921,,26.3,-2,60000,50000,20000
31/05/2024,Eldoret,AB+,7,4,395935,Holiday,27.6,3,70000,40000,30000
31/05/2024,Eldoret,AB-,4,5,250207,,19.8,-3,40000,50000,30000
31/05/2024,Eldoret,O+,6,2,453277,Campaign,18.8,3,60000,20000,30000
31/05/2024,Eldoret,O-,5,4,135575,Disaster,34.5,0,50000,40000,0
01/06/2024,Nairobi,A+,3,2,431044,,20.4,2,30000,20000,20000
01/06/2024,Nairobi,A-,4,3,352191,Holiday,17.6,1,40000,30000,10000
01/06/2024,Nairobi,B+,7,2,335079,,16.3,6,70000,20000,60000
01/06/2024,Nairobi,B-,3,1,225955,Disaster,29.7,-1,30000,10000,10000
01/06/2024,Nairobi,AB+,4,2,285897,,33.3,-1,40000,20000,10000
01/06/2024,Nairobi,AB-,7,6,260485,,16,3,70000,60000,30000
01/06/2024,Nairobi,O+,5,3,162391,Holiday,17,4,50000,30000,40000
01/06/2024,Nairobi,O-,3,6,462495,,16.3,-3,30000,60000,30000
01/06/2024,Mombasa,A+,6,1,253087,,17.1,3,60000,10000,30000
01/06/2024,Mombasa,A-,2,1,125351,Disaster,27.1,1,20000,10000,10000
01/06/2024,Mombasa,B+,3,1,196662,Disaster,26.4,4,30000,10000,40000
01/06/2024,Mombasa,B-,4,3,392797,Campaign,25.9,3,40000,30000,30000
01/06/2024,Mombasa,AB+,6,5,386413,,26.5,1,60000,50000,10000
01/06/2024,Mombasa,AB-,5,3,109054,Disaster,23,0,50000,30000,0
01/06/2024,Mombasa,O+,9,3,312450,Campaign,27.1,7,90000,30000,70000
01/06/2024,Mombasa,O-,9,3,169130,,34.2,4,90000,30000,40000
01/06/2024,Kisumu,A+,12,1,251373,,17.5,8,120000,10000,80000
01/06/2024,Kisumu,A-,4,2,291725,Holiday,33.5,2,40000,20000,20000
01/06/2024,Kisumu,B+,5,3,468706,Campaign,29.1,2,50000,30000,20000
01/06/2024,Kisumu,B-,4,3,211011,Disaster,27.5,0,40000,30000,0
01/06/2024,Kisumu,AB+,4,2,427625,Disaster,23.3,-1,40000,20000,10000
01/06/2024,Kisumu,AB-,7,1,119613,,30,5,70000,10000,50000
01/06/2024,Kisumu,O+,6,3,238842,Disaster,16.4,0,60000,30000,0
01/06/2024,Kisumu,O-,5,2,291961,Disaster,28,0,50000,20000,0
01/06/2024,Nakuru,A+,7,3,129298,Campaign,18.4,5,70000,30000,50000
01/06/2024,Nakuru,A-,5,3,387691,Campaign,23.2,4,50000,30000,40000
01/06/2024,Nakuru,B+,5,1,126666,Holiday,15.4,5,50000,10000,50000
01/06/2024,Nakuru,B-,3,4,293234,Holiday,16.7,0,30000,40000,0
01/06/2024,Nakuru,AB+,4,2,166696,Disaster,27.8,-1,40000,20000,10000
01/06/2024,Nakuru,AB-,8,4,358697,Disaster,24.8,2,80000,40000,20000
01/06/2024,Nakuru,O+,8,3,473480,Disaster,32,5,80000,30000,50000
01/06/2024,Nakuru,O-,6,2,277617,,29.5,1,60000,20000,10000
01/06/2024,Eldoret,A+,4,2,216632,,29.4,3,40000,20000,30000
01/06/2024,Eldoret,A-,7,4,244703,Disaster,28.7,3,70000,40000,30000
01/06/2024,Eldoret,B+,10,5,330012,,32.1,5,100000,50000,50000
01/06/2024,Eldoret,B-,6,4,400480,Campaign,24.2,0,60000,40000,0
01/06/2024,Eldoret,AB+,5,3,477739,,31.1,3,50000,30000,30000
01/06/2024,Eldoret,AB-,3,3,155939,Disaster,28.7,-3,30000,30000,30000
01/06/2024,Eldoret,O+,6,3,201671,,18.7,4,60000,30000,40000
01/06/2024,Eldoret,O-,3,3,232774,Disaster,17.7,-1,30000,30000,10000
02/06/2024,Nairobi,A+,6,5,220117,Campaign,17.4,0,60000,50000,0
02/06/2024,Nairobi,A-,9,4,302829,Holiday,15,6,90000,40000,60000
02/06/2024,Nairobi,B+,2,1,450271,,15.4,-2,20000,10000,20000
02/06/2024,Nairobi,B-,5,3,278624,Disaster,33.2,4,50000,30000,40000
02/06/2024,Nairobi,AB+,5,1,488785,Holiday,18.2,5,50000,10000,50000
02/06/2024,Nairobi,AB-,8,3,361724,,19.3,3,80000,30000,30000
02/06/2024,Nairobi,O+,6,1,227431,Holiday,32,7,60000,10000,70000
02/06/2024,Nairobi,O-,6,0,121137,,23.7,5,60000,0,50000
02/06/2024,Mombasa,A+,6,0,387756,Campaign,19.2,3,60000,0,30000
02/06/2024,Mombasa,A-,7,1,159160,Campaign,18.3,5,70000,10000,50000
02/06/2024,Mombasa,B+,2,3,477438,Disaster,25.1,-2,20000,30000,20000
02/06/2024,Mombasa,B-,7,6,288378,,16.5,0,70000,60000,0
02/06/2024,Mombasa,AB+,6,2,185168,Disaster,35,1,60000,20000,10000
02/06/2024,Mombasa,AB-,7,2,481850,Campaign,19,6,70000,20000,60000
02/06/2024,Mombasa,O+,3,3,273078,Campaign,22.1,0,30000,30000,0
02/06/2024,Mombasa,O-,6,2,218729,,26.3,4,60000,20000,40000
02/06/2024,Kisumu,A+,5,3,366602,Campaign,24.2,2,50000,30000,20000
02/06/2024,Kisumu,A-,3,4,292535,Holiday,23,-4,30000,40000,40000
02/06/2024,Kisumu,B+,2,7,466272,,28.7,-5,20000,70000,50000
02/06/2024,Kisumu,B-,8,3,108124,Disaster,18.8,3,80000,30000,30000
02/06/2024,Kisumu,AB+,5,2,278781,Disaster,28.6,2,50000,20000,20000
02/06/2024,Kisumu,AB-,5,5,407660,Disaster,17.8,1,50000,50000,10000
02/06/2024,Kisumu,O+,8,2,163042,Disaster,27.3,4,80000,20000,40000
02/06/2024,Kisumu,O-,1,2,432910,Holiday,27.3,-3,10000,20000,30000
02/06/2024,Nakuru,A+,7,7,116732,Campaign,32.9,1,70000,70000,10000
02/06/2024,Nakuru,A-,2,3,469054,Disaster,31.8,0,20000,30000,0
02/06/2024,Nakuru,B+,9,1,223149,,29.1,9,90000,10000,90000
02/06/2024,Nakuru,B-,2,3,432098,Campaign,20,-1,20000,30000,10000
02/06/2024,Nakuru,AB+,5,2,320845,Disaster,19.8,4,50000,20000,40000
02/06/2024,Nakuru,AB-,3,5,154722,Disaster,18.2,-3,30000,50000,30000
02/06/2024,Nakuru,O+,10,1,136633,,19.1,7,100000,10000,70000
02/06/2024,Nakuru,O-,8,3,283008,Campaign,23.9,3,80000,30000,30000
02/06/2024,Eldoret,A+,7,2,260833,Disaster,26.4,2,70000,20000,20000
02/06/2024,Eldoret,A-,2,3,176333,Campaign,25.5,-4,20000,30000,40000
02/06/2024,Eldoret,B+,5,1,399523,Campaign,31.6,4,50000,10000,40000
02/06/2024,Eldoret,B-,6,4,191004,,23,-1,60000,40000,10000
02/06/2024,Eldoret,AB+,8,2,413472,,21,3,80000,20000,30000
02/06/2024,Eldoret,AB-,6,4,187728,Holiday,17,3,60000,40000,30000
02/06/2024,Eldoret,O+,7,2,149207,Disaster,23.9,3,70000,20000,30000
02/06/2024,Eldoret,O-,1,1,450010,,26.9,-3,10000,10000,30000
03/06/2024,Nairobi,A+,4,3,213791,,16.6,-2,40000,30000,20000
03/06/2024,Nairobi,A-,7,0,173773,Disaster,32.8,5,70000,0,50000
03/06/2024,Nairobi,B+,3,4,110157,Campaign,23.1,1,30000,40000,10000
03/06/2024,Nairobi,B-,3,3,214888,Disaster,34.5,2,30000,30000,20000
03/06/2024,Nairobi,AB+,3,4,264445,Campaign,28.1,0,30000,40000,0
03/06/2024,Nairobi,AB-,7,2,290564,Holiday,28.8,6,70000,20000,60000
03/06/2024,Nairobi,O+,2,2,246546,Disaster,28.4,-2,20000,20000,20000
03/06/2024,Nairobi,O-,5,3,451137,,28.9,1,50000,30000,10000
03/06/2024,Mombasa,A+,7,2,471594,,24,6,70000,20000,60000
03/06/2024,Mombasa,A-,3,2,434435,,21.5,3,30000,20000,30000
03/06/2024,Mombasa,B+,5,0,368565,Holiday,24,6,50000,0,60000
03/06/2024,Mombasa,B-,5,3,344062,Campaign,21.6,3,50000,30000,30000
03/06/2024,Mombasa,AB+,8,8,176421,,27.3,1,80000,80000,10000
03/06/2024,Mombasa,AB-,10,1,190123,Holiday,33.7,7,100000,10000,70000
03/06/2024,Mombasa,O+,6,3,186599,Disaster,25,4,60000,30000,40000
03/06/2024,Mombasa,O-,4,0,309829,,31.5,4,40000,0,40000
03/06/2024,Kisumu,A+,4,7,259891,Holiday,27.2,-3,40000,70000,30000
03/06/2024,Kisumu,A-,3,3,226692,,26.6,2,30000,30000,20000
03/06/2024,Kisumu,B+,9,1,266113,Holiday,19.7,7,90000,10000,70000
03/06/2024,Kisumu,B-,6,3,247857,Disaster,24.5,4,60000,30000,40000
03/06/2024,Kisumu,AB+,2,4,156570,Holiday,18.3,-1,20000,40000,10000
03/06/2024,Kisumu,AB-,3,3,278359,Campaign,32.3,-1,30000,30000,10000
03/06/2024,Kisumu,O+,4,4,154247,Disaster,16.3,-2,40000,40000,20000
03/06/2024,Kisumu,O-,8,2,355892,Holiday,16.9,7,80000,20000,70000
03/06/2024,Nakuru,A+,3,1,390537,Disaster,31.8,4,30000,10000,40000
03/06/2024,Nakuru,A-,6,1,461460,,15.9,6,60000,10000,60000
03/06/2024,Nakuru,B+,4,3,184052,,34.2,2,40000,30000,20000
03/06/2024,Nakuru,B-,2,2,109085,Disaster,29.1,-3,20000,20000,30000
03/06/2024,Nakuru,AB+,3,4,289876,Disaster,19.1,-3,30000,40000,30000
03/06/2024,Nakuru,AB-,8,4,266403,Campaign,25.4,2,80000,40000,20000
03/06/2024,Nakuru,O+,1,3,256735,,30.3,-1,10000,30000,10000
03/06/2024,Nakuru,O-,9,1,269867,,25.5,8,90000,10000,80000
03/06/2024,Eldoret,A+,4,3,451485,,19.1,3,40000,30000,30000
03/06/2024,Eldoret,A-,4,2,440986,Campaign,32.5,4,40000,20000,40000
03/06/2024,Eldoret,B+,3,5,273739,Disaster,33.8,-4,30000,50000,40000
03/06/2024,Eldoret,B-,7,2,203370,Campaign,17.2,6,70000,20000,60000
03/06/2024,Eldoret,AB+,3,3,155519,,23.9,0,30000,30000,0
03/06/2024,Eldoret,AB-,2,2,405758,Campaign,21.3,-1,20000,20000,10000
03/06/2024,Eldoret,O+,8,3,442546,Campaign,32.8,5,80000,30000,50000
03/06/2024,Eldoret,O-,6,5,160029,,16.9,1,60000,50000,10000
04/06/2024,Nairobi,A+,7,2,432694,Disaster,24.3,7,70000,20000,70000
04/06/2024,Nairobi,A-,4,4,398903,,22.8,1,40000,40000,10000
04/06/2024,Nairobi,B+,9,3,249278,Campaign,20.4,4,90000,30000,40000
04/06/2024,Nairobi,B-,8,7,419010,Campaign,28.9,0,80000,70000,0
04/06/2024,Nairobi,AB+,10,4,172398,Campaign,32.6,8,100000,40000,80000
04/06/2024,Nairobi,AB-,6,2,350556,Campaign,28.8,4,60000,20000,40000
04/06/2024,Nairobi,O+,3,2,497503,Holiday,33.9,-2,30000,20000,20000
04/06/2024,Nairobi,O-,2,0,228897,,23.4,1,20000,0,10000
04/06/2024,Mombasa,A+,6,1,208758,,29.1,4,60000,10000,40000
04/06/2024,Mombasa,A-,4,4,272944,,23.7,0,40000,40000,0
04/06/2024,Mombasa,B+,4,3,285952,,22.8,-2,40000,30000,20000
04/06/2024,Mombasa,B-,4,3,304042,Campaign,25.9,-2,40000,30000,20000
04/06/2024,Mombasa,AB+,6,0,366937,,21.4,6,60000,0,60000
04/06/2024,Mombasa,AB-,6,2,127918,Holiday,31.8,3,60000,20000,30000
04/06/2024,Mombasa,O+,11,5,383113,Campaign,26.8,5,110000,50000,50000
04/06/2024,Mombasa,O-,3,3,107198,Campaign,26.6,2,30000,30000,20000
04/06/2024,Kisumu,A+,3,3,248177,Holiday,28.5,-3,30000,30000,30000
04/06/2024,Kisumu,A-,6,3,352721,Disaster,17.1,5,60000,30000,50000
04/06/2024,Kisumu,B+,8,2,426663,Disaster,22.2,5,80000,20000,50000
04/06/2024,Kisumu,B-,3,3,198502,Disaster,29.5,1,30000,30000,10000
04/06/2024,Kisumu,AB+,5,1,414478,Disaster,32.2,2,50000,10000,20000
